"","sample_pt","prop_blueberry_250","prop_edge_250","landscape_shdi_250","prop_blueberry_500","prop_edge_500","landscape_shdi_500","prop_blueberry_750","prop_edge_750","landscape_shdi_750","prop_blueberry_1000","prop_edge_1000","landscape_shdi_1000"
"204","SD16",0,0.060983739016261,1.40974749619352,0.0401495399162008,0.0743235702908622,1.82510994139012,0.0951901432142027,0.081209655387297,2.05007902833916,0.0819473359108691,0.085589948118831,2.04931215216764
"205","SD18",0.00630277564542847,0.0884812734838996,1.3975816481169,0.0971030886522844,0.0778173997291279,1.76452965204417,0.125874315336022,0.0735824689897453,2.02413547280125,0.0859283549082035,0.0935580424379921,2.07278798440488
"206","SD18A",0.0829731367400525,0.071743082205615,1.54481027751328,0.154134899740792,0.0733949142483222,1.70832817351822,0.137387534854317,0.0819457457977264,2.00491747608488,0.0842515051493456,0.0966104430737711,2.07629661827416
"207","SD19",0.155966081162932,0.0569150010094892,1.7737781989839,0.235624052295537,0.0538524344911176,1.96876326909201,0.140795405547567,0.0738832739988577,2.06029305857693,0.0792650998693488,0.106370134260601,2.13593487097257
"208","SD22",0,0.160575835890809,1.62513812251352,0,0.117531314975404,1.85313141252908,0.0139832354687454,0.086694253869997,1.8953830846691,0.0885716065026226,0.0863538212630319,2.02172937863144
"209","SD24",0,0.168507562142843,1.70918610033517,0.0204425241014874,0.109418977924508,1.86512319835921,0.0717891409865673,0.0992798284230726,2.06288070822754,0.0771927282525665,0.107272637146006,2.09155835680793
"210","SD25",0,0.177085857362087,1.92759678428984,0.121739350912779,0.13447261663286,2.06750952365381,0.283494448633492,0.134011658095423,1.98628160682097,0.288060393856399,0.117543068114662,1.91349900882436
"211","SD26",0.0148210968419352,0.166242629836039,1.58781074745892,0.25091914095185,0.115494814777251,1.94369519659474,0.324962298738475,0.113099269453399,1.88994050996822,0.29057877077932,0.117330079812923,1.95613546745208
"212","SD26A",0.0651498021481063,0.143422433982072,1.49231648592371,0.235556051446424,0.12642512273299,1.98652016321068,0.35400901226318,0.111691560259351,1.86065099230591,0.314717096233033,0.11625489298968,1.93146962086777
"213","SD27",0.268913161985907,0.158715096206263,1.63560051269073,0.255148770431528,0.135833210773748,1.9035170421458,0.251038477862361,0.107342489999007,1.88971773153863,0.268313079372987,0.0949529892913698,1.85441959399772
"214","SD28",0,0.223213744927419,1.35866977883242,0.196790814670562,0.138702937358001,1.69169933280246,0.258467095608985,0.109034879783271,1.84361116223094,0.232768930252183,0.0984763277325129,1.91525018308598
"215","SD29",0.49714297252004,0.0133866375916167,0.807335098455916,0.359697344666004,0.139141327058442,1.7993733490274,0.343002399770633,0.110802579922747,1.91453018247419,0.342867382874805,0.089542962956373,1.81943190310751
"216","SD30",0.0718168407864692,0.125790611675794,1.70027008951672,0.218246379384686,0.120592487381743,2.00698077452243,0.363761168551707,0.12376911665421,1.88770352669961,0.358369918409339,0.11591909180732,1.87058576323283
"217","SD31",0.485897151163965,0.0258030648710856,1.42721664222233,0.301440308347703,0.0515468100213003,1.88169149861103,0.140802398481082,0.108380912389067,2.07791543852843,0.0891014366033938,0.116220757038137,2.04885270062293
"218","SD31A",0.248339088467519,0.0358635730296238,1.70078950625389,0.238385743915859,0.0609707241129249,1.92218949141928,0.140803987881032,0.103270857132537,2.09686272990786,0.0801849385402157,0.111963307136249,2.04515186998518
"219","SD33",0.542525487029373,0.0269708287069749,1.15991689373937,0.301484088903316,0.0922103084835513,1.85396246784494,0.147551939167619,0.115094757090413,2.02656594358483,0.124796170872039,0.126238702814272,2.03150069783981
"220","SD33A",0.434614064487472,0.0170405217145511,1.11374157279362,0.263100508654222,0.107294091395477,1.88848233264112,0.142498521331208,0.122086119476438,2.0483742929136,0.112084414742584,0.11952230732274,2.0207275249363
"221","SD35",0.157433578292821,0.0683194702414601,1.5759538723176,0.108521312157288,0.083731948199512,1.57695389966069,0.0583151397201758,0.0873812711521919,1.47912514046338,0.0614257329582363,0.0885117861896342,1.53254475993831
"222","SD36",0,0.0841023362881893,0.696530253511744,0,0.129408483557719,1.43658607077617,0.0315518802220552,0.111664217196858,1.57926623787763,0.11171987296068,0.0938903949072432,1.63823660427284
"223","SD37",0,0.246088624205108,1.52057422017296,0.0417809782195289,0.1847207079287,1.96244347038729,0.0858321914174581,0.137880980384632,1.93046535749528,0.134695402634836,0.127172926712097,2.02952689149543
"224","SD39",0,0.105197270120745,1.17094230451093,0.00923005142457222,0.0902922173423538,1.66980694290945,0.0570646161903945,0.0853587505700366,1.93563710175353,0.0948729126446803,0.0870032701211584,1.92983226244061
"225","SD40",0,0.1363214026016,1.47128552271795,0.0333723920685405,0.0991533892329777,1.65306214591891,0.0949084579068933,0.0876722411500279,1.81182925881762,0.106984121738843,0.0924480076868425,1.88858050759097
